公司代號,公司名稱,英文簡稱,申報原因,產業類別,報告書內容涵蓋期間,編製依循準則,第三方驗證-驗證單位,第三方驗證-單位名稱,第三方驗證-採用標準,公司網站報告書相關資訊(中文版),中文版永續報告書,中文版上傳日期,英文版永續報告書網址,英文版永續報告書,英文版上傳日期,中文版永續報告書(修正後版本),上傳日期(中文修正後版本),英文版永續報告書(修正後版本),上傳日期(英文修正後版本),報告書聯絡資訊,備註
"1215","卜蜂","CPE","1.屬食品工業者","食品工業","110/01/01~110/12/31","1. GRI 準則","會計師事務所：","資誠聯合會計師事務所","確信準則公報第一號","https://www.cptwn.com.tw/ec99/rwd1453/category.asp?category_id=27","t100sa11_1215_110.pdf","111/09/28","","","","","","","","cp3800@cptwn.com.tw","",
"1216","統一","UNI-PRESIDENT","1.屬食品工業者、5.股本達新臺幣五十億元以上者","食品工業","110/01/01~110/12/31","1. GRI 準則","會計師事務所：","資誠聯合會計師事務所","確信準則公報第一號","https://www.uni-president.com.tw/ESG/index.html","t100sa11_1216_110.pdf","111/07/29","https://www.uni-president.com.tw/ESG/index.html","t100sa11_1216_110_E.pdf","2022/09/08","","","","","zona.wang@mail.pec.com.tw","無",
"1217","愛之味","AGV","1.屬食品工業者","食品工業","110/01/01~110/12/31","1. GRI 準則","會計師事務所：","國富浩華聯合會計師事務所","確信準則公報第一號","https://www.agv.com.tw/投資人專區/永續報告書/","t100sa11_1217_110.pdf","111/09/26","https://www.agv.com.tw/投資人專區/永續報告書/","t100sa11_1217_110_E.pdf","2022/09/26","","","","","YUEHCHU@mail.agv.com.tw","",
"1218","泰山","TAISUN","1.屬食品工業者","食品工業","110/01/01~110/12/31","1. GRI 準則","會計師事務所：","安候建業聯合會計師事務所","確信準則公報第一號","https://www.taisun.com.tw/corporate/calendar-year-report/","t100sa11_1218_110.pdf","111/06/30","https://reurl.cc/RXE4jD","t100sa11_1218_110_E.pdf","2022/09/20","","","","","CSR@taisun.com.tw","「泰山企業社會責任報告書」自110年起更名為「泰山ESG永續報告書」。",
"1219","福壽","FWUSOW","1.屬食品工業者","食品工業","110/01/01~110/12/31","2. 其他依循標準：GRI 準則、氣候相關財務揭露(TCFD)","會計師事務所：","群智聯合會計師事務所","確信準則公報第一號","https://www.fwusow.com.tw/download/itemlist/category/165.html","t100sa11_1219_110.pdf","111/06/30","https://www.fwusow.com.tw/download/itemlist/category/165.html","t100sa11_1219_110_E.pdf","2022/08/09","","","","","ccyao@fwusow.com.tw","",
"1220","台榮","TAIROUN","1.屬食品工業者","食品工業","110/01/01~110/12/31","1. GRI 準則","會計師事務所：","立本台灣聯合會計師事務所","確信準則公報第一號","http://www.tairoun.com.tw/pdf/responsibility/tairoun2021%E5%B9%B4%E6%B0%B8%E7%BA%8C%E5%A0%B1%E5%91%8A%E6%9B%B8.pdf","t100sa11_1220_110.pdf","111/09/23","","","","","","","","csr@tairoun.com.tw","",
"1225","福懋油","FOPCO","1.屬食品工業者","食品工業","110/01/01~110/12/31","1. GRI 準則","會計師事務所：","勤業眾信聯合會計師事務所","確信準則公報第一號","http//www.fopco.com.tw","t100sa11_1225_110.pdf","111/06/30","","","","","","","","matt.kuo@fopco.com.tw","",
"1227","佳格","S.F.C","1.屬食品工業者、5.股本達新臺幣五十億元以上者","食品工業","110/01/01~110/12/31","1. GRI 準則","會計師事務所：","勤業眾信聯合會計師事務所","確信準則公報第一號","https://www.sfworldwide.com/sustainability-reports.html","t100sa11_1227_110.pdf","111/09/20","https://www.sfworldwide.com/sustainability-reports.html","t100sa11_1227_110_E.pdf","2022/10/17","","","","","verenashih@sfworldwide.com","",
"1229","聯華","LHIHC","1.屬食品工業者、5.股本達新臺幣五十億元以上者","食品工業","110/01/01~110/12/31","1. GRI 準則","會計師事務所：","安侯建業聯合會計師事務所","確信準則公報第一號","https://www.lhicholdings.com/csr/report/","t100sa11_1229_110.pdf","111/09/05","https://www.lhicholdings.com/en/csr/report/","t100sa11_1229_110_E.pdf","2022/12/20","","","","","csr@lhic.com.tw","",
"1231","聯華食","Lian Hwa Foods","1.屬食品工業者","食品工業","110/01/01~110/12/31","1. GRI 準則","會計師事務所：","勤業眾信聯合會計師事務所","確信準則公報第一號","http://file_name_2738.pdf (lianhwa.com.tw)","t100sa11_1231_110.pdf","111/09/30","","","","","","","","pennyw@lianhwa.com.tw","",
"1232","大統益","TTET","1.屬食品工業者","食品工業","110/01/01~110/12/31","1. GRI 準則","會計師事務所：","資誠聯合會計師事務所","確信準則公報第一號","https://www.ttet.com.tw/index.php?option=module&lang=cht&task=showlist&id=17&index=6","t100sa11_1232_110.pdf","111/08/12","","","","","","","","ttet@mail.ttet.com.tw","",
"1233","天仁","Ten Ren","1.屬食品工業者","食品工業","110/01/01~110/12/31","1. GRI 準則","會計師事務所：","安永聯合會計師事務所","確信準則公報第一號","https://www.tenren.com.tw/Content/Downloads/List.aspx?SiteID=10&MmmID=654047254431755517","t100sa11_1233_110.pdf","111/08/18","","","","","","","","joy66888.wang@gmail.com","無",
"1234","黑松","HEY SONG","1.屬食品工業者","食品工業","110/01/01~110/12/31","1. GRI 準則","會計師事務所：","勤業眾信聯合會計師事務所","確信準則公報第一號","https://www.heysong.com.tw/corporate-social-responsibility/csrreport","t100sa11_1234_110.pdf","111/08/09","https://en.heysong.com.tw/corporate-social-responsibility/sustainability-report/","t100sa11_1234_110_E.pdf","2022/11/03","","","","","http://www.heysong.com.tw/Contact","",
"1235","興泰","ST","1.屬食品工業者","食品工業","110/01/01~110/12/31","1. GRI 準則","會計師事務所：","群智聯合會計師事務所","確信準則公報第一號","http://www.goldenbrand.com.tw","t100sa11_1235_110.pdf","111/09/30","","","","","","","","queena_tai@godknow.tech","",
"1236","宏亞","Hunya","1.屬食品工業者","食品工業","110/01/01~110/12/31","1. GRI 準則","會計師事務所：","安永聯合會計師事務所","確信準則公報第一號","https://www.hunya.com.tw/","t100sa11_1236_110.pdf","111/09/02","https://csr.hunya.com.tw/en/download.php","t100sa11_1236_110_E.pdf","2022/12/02","","","","","charleshus@hunya.com.tw","",
"1256","鮮活果汁-KY","Sunjuice","1.屬食品工業者","食品工業","110/01/01~110/12/31","1. GRI 準則","會計師事務所：","勤業眾信聯合會計師事務所","確信準則公報第一號","http://www.myfreshjuice.com/list/?162_1.html","t100sa11_1256_110.pdf","111/09/30","","","","","","","","CSR@sunjuice.com.cn","",
"1301","台塑","FPC","5.股本達新臺幣五十億元以上者","塑膠工業","110/01/01~110/12/31","1. GRI 準則","其他查驗證單位：","英國標準協會(BSI)","AA1000 第1類型(Type1) 中度保證","http://csr.fpc.com.tw/FPC_CSR/csr_download.aspx","t100sa11_1301_110.pdf","111/06/29","http://csr.fpc.com.tw/FPC_CSR/csr_download.aspx","t100sa11_1301_110_E.pdf","2022/09/30","","","","","fpccsr@fpc.com.tw","",
"1303","南亞","NPC","5.股本達新臺幣五十億元以上者","塑膠工業","110/01/01~110/12/31","1. GRI 準則","其他查驗證單位：","英國標準協會(BSI)","AA1000 第1類型(Type1) 中度保證","https://www.npc.com.tw/j2npc/zhtw/csr_report.jsp","t100sa11_1303_110.pdf","111/06/30","https://www.npc.com.tw/j2npc/zhtw/csr_report.jsp","t100sa11_1303_110_E.pdf","2022/12/23","","","","","NPC_ESG@npc.com.tw","",
"1304","台聚","USI","5.股本達新臺幣五十億元以上者","塑膠工業","110/01/01~110/12/31","1. GRI 準則","其他查驗證單位：","英國標準協會台灣分公司 (BSI Taiwan )","AA1000 第1類型(Type1) 中度保證","http://www.usife.com/ESG/zh-tw/ESG72.aspx","t100sa11_1304_110.pdf","111/06/29","http://www.usife.com/ESG/en-us/ESG72.aspx","t100sa11_1304_110_E.pdf","2022/10/27","","","","","Cally@usig.com","",
"1305","華夏","CGPC","5.股本達新臺幣五十億元以上者","塑膠工業","110/01/01~110/12/31","1. GRI 準則","其他查驗證單位：","英國標準協會（British Standards Institution，BSI）","AA1000 第1類型(Type1) 中度保證","https://www.cgpc.com.tw/ESG/tw/ESG-Report.aspx","t100sa11_1305_110.pdf","111/06/29","https://www.cgpc.com.tw/en-us/dirESG/ESG-Report.aspx","t100sa11_1305_110_E.pdf","2022/09/05","t100sa11_1305_110_M.pdf","111/09/05","","","jessicachen@cgpc.com.tw","本報告書不含海外子公司，部份資料回溯至110年之前及111年之內容與績效。",
"1308","亞聚","APC","5.股本達新臺幣五十億元以上者","塑膠工業","110/01/01~110/12/31","1. GRI 準則","其他查驗證單位：","BSI","AA1000 第1類型(Type1) 中度保證","https://www.apc.com.tw/CSR/zh-tw/CSR82.aspx","t100sa11_1308_110.pdf","111/06/21","","","","","111/06/21","","","herochen@usig.com","",
"1309","台達化","TTC","6.係自願編製與申報","塑膠工業","110/01/01~110/12/31","1. GRI 準則","其他查驗證單位：","BSI英國標準協會台灣分公司","AA1000 第1類型(Type1) 中度保證","https://www.ttc.com.tw/zh-tw/dirCSRnew/frmReport.aspx","t100sa11_1309_110.pdf","111/08/04","","","","","","","","leeclong@usig.com","",
"1310","台苯","T.S.M.C.","5.股本達新臺幣五十億元以上者","塑膠工業","110/01/01~110/12/31","1. GRI 準則","無","無資料","無資料","https://www.smct.com.tw/Responsibility/responsibility","t100sa11_1310_110.pdf","111/06/17","","","","","111/06/17","","","adam@mail.smct.com.tw","",
"1312","國喬","GPPC","5.股本達新臺幣五十億元以上者","塑膠工業","110/01/01~110/12/31","1. GRI 準則","其他查驗證單位：","TUV NORD","AA1000 第2類型(Type2) 中度保證","https://www.gppc.com.tw/","t100sa11_1312_110.pdf","111/06/28","https://www.gppc.com.tw/","t100sa11_1312_110_E.pdf","2022/06/28","","","","","popeye@gppc.com.tw","",
"1313","聯成","UPC","5.股本達新臺幣五十億元以上者","塑膠工業","110/01/01~110/12/31","1. GRI 準則","其他查驗證單位：","英國標準協會(BSI)","AA1000 第1類型(Type1) 中度保證","https://www.upc.com.tw/zh-TW/esg_reports","t100sa11_1313_110.pdf","111/06/29","","","","","","","","esg@upc.com.tw","",
"1314","中石化","CPDC","5.股本達新臺幣五十億元以上者","塑膠工業","110/01/01~110/12/31","1. GRI 準則","其他查驗證單位：","英國標準協會bsi","AA1000 第2類型(Type2) 高度保證","https://www.cpdc.com.tw/tw/csr_pdf","t100sa11_1314_110.pdf","111/06/30","https://www.cpdc.com.tw/en/csr_pdf","t100sa11_1314_110_E.pdf","2022/11/23","","","","","CSR@cpdc.com.tw,venessachi@cpdc.com.tw","",
"1316","上曜","SUN  YAD","6.係自願編製與申報","建材營造","110/01/01~110/12/31","1. GRI 準則","無","無資料","無資料","http://www.sunyad.com.tw/responsibility.asp","t100sa11_1316_110.pdf","111/05/31","","","","","111/05/31","","","sunyad_101@yahoo.com.tw","",
"1319","東陽","OTN","5.股本達新臺幣五十億元以上者","汽車工業","110/01/01~110/12/31","1. GRI 準則","無","無資料","無資料","http://www.tyg.com.tw","t100sa11_1319_110.pdf","111/06/30","http://www.tyg.com.tw","t100sa11_1319_110_E.pdf","2022/07/27","","","","","15787@tyg.com.tw","",
"1321","大洋","OPC","6.係自願編製與申報","塑膠工業","110/01/01~110/12/31","1. GRI 準則","其他查驗證單位：","格瑞國際驗證有限公司","AA1000 第1類型(Type1) 中度保證","https://www.opc.com.tw/zh-tw/news-48818/%E5%A4%A7%E6%B4%8B%E5%A1%91%E8%86%A0%E9%A6%96%E6%AC%A1%E7%99%BC%E8%A1%8C%E3%80%8C2021%E5%B9%B4ESG%E6%B0%B8%E7%BA%8C%E5%A0%B1%E5%91%8A%E6%9B%B8%E3%80%8D.html","t100sa11_1321_110.pdf","111/06/29","","","","","","","","webmaster@opc.com.tw","",
"1323","永裕","YONYU","6.係自願編製與申報","塑膠工業","110/01/01~110/12/31","1. GRI 準則","無","無資料","無資料","https://www.yonyu.com.tw/yonyu/esg.php","t100sa11_1323_110.pdf","111/09/27","","","","","","","","hch2470@yonyu.com.tw","",
"1326","台化","FCFC","5.股本達新臺幣五十億元以上者","塑膠工業","110/01/01~110/12/31","1. GRI 準則","其他查驗證單位：","英國標準協會","AA1000 第1類型(Type1) 中度保證","https://www.fcfc.com.tw/data-22345","t100sa11_1326_110.pdf","111/06/30","https://www.fcfc.com.tw/data-22345","t100sa11_1326_110_E.pdf","2022/11/01","","","","","management@fcfc.com.tw","",
"1338","廣華-KY","Hiroca","6.係自願編製與申報","汽車工業","110/01/01~110/12/31","1. GRI 準則","無","無資料","無資料","http://www.hirosawa.com.cn/","t100sa11_1338_110.pdf","111/09/30","","","","","","","","joey@hirosawa.com.cn","",
"1402","遠東新","FENC","5.股本達新臺幣五十億元以上者","紡織纖維","110/01/01~110/12/31","2. 其他依循標準：GRI 準則、永續會計準則委員會（SASB）化學行業指標及氣候相關財務揭露（TCFD）","其他查驗證單位：","台灣檢驗科技股份有限公司(SGS)","AA1000 第1類型(Type1) 中度保證","https://csr.fenc.com/report-download?lang=zh","t100sa11_1402_110.pdf","111/06/29","https://csr.fenc.com/report-download?lang=en","t100sa11_1402_110_E.pdf","2022/08/10","","","","","csr@fenc.com","",
"1409","新纖","SSFC","5.股本達新臺幣五十億元以上者","紡織纖維","110/01/01~110/12/31","1. GRI 準則","其他查驗證單位：","BSI Taiwan","AA1000 第1類型(Type1) 中度保證","http://www.shinkong.com.tw/front/investors","t100sa11_1409_110.pdf","111/06/28","","","","","","","","corp_pd@shinkong.com.tw","",
"1413","宏洲","H.C.","6.係自願編製與申報","紡織纖維","110/01/01~110/12/31","1. GRI 準則","無","無資料","無資料","http:\\www.hungchou.com.tw","t100sa11_1413_110.pdf","111/06/07","","","","","111/06/07","","","albert@yijinn.com.tw","",
"1434","福懋","F.T.C","5.股本達新臺幣五十億元以上者","紡織纖維","110/01/01~110/12/31","1. GRI 準則","其他查驗證單位：","台灣檢驗科技股份有限公司 (SGS Taiwan)","AA1000 第1類型(Type1) 中度保證","http://www.ftc.com.tw/newftc/respons_report.php","t100sa11_1434_110.pdf","111/06/28","http://www.ftc.com.tw/newftc/en/respons_report.php","t100sa11_1434_110_E.pdf","2022/12/20","","","","","t113001@ftc.com.tw","包含部分111年資訊。",
"1440","南紡","TAINAN SPINNING","5.股本達新臺幣五十億元以上者","紡織纖維","110/01/01~110/12/31","1. GRI 準則","無","無資料","無資料","http://www.tainanspin.com.tw/","t100sa11_1440_110.pdf","111/06/22","https://www.tainanspin.com.tw/index.php?temp=csr&lang=en","t100sa11_1440_110_E.pdf","2022/10/05","","111/06/22","","","CSR@tainanspin.com.tw","",
"1444","力麗","LEALEA","5.股本達新臺幣五十億元以上者","紡織纖維","110/01/01~110/12/31","1. GRI 準則","無","無資料","無資料","https://www.lealeagroup.com.tw/project-detail/ll22/","t100sa11_1444_110.pdf","111/06/30","","","","","","","","hung0612@lipeng.com.tw","",
"1447","力鵬","LP","5.股本達新臺幣五十億元以上者","紡織纖維","110/01/01~110/12/31","1. GRI 準則","無","無資料","無資料","https://www.lealeagroup.com.tw/project-detail/lp22/","t100sa11_1447_110.pdf","111/06/30","","","","","","","","kenny110@lealea.com.tw","",
"1455","集盛","ZIG SHENG","5.股本達新臺幣五十億元以上者","紡織纖維","110/01/01~110/12/31","1. GRI 準則","其他查驗證單位：","英國標準協會台灣分公司（BSI Taiwan）","AA1000 第1類型(Type1) 中度保證","http://www.zigsheng.com/corporate-social-responsibility-zh/historical-corporate-social-responsibility-reports-zh/","t100sa11_1455_110.pdf","111/06/27","http://www.zigsheng.com/en/csr/past-csr-reports/","t100sa11_1455_110_E.pdf","2022/10/27","","","","","CSR@zigsheng.com","無",
"1457","宜進","YI JINN","6.係自願編製與申報","紡織纖維","110/01/01~110/12/31","1. GRI 準則","無","無資料","無資料","http:\\www.yijinn.com.tw","t100sa11_1457_110.pdf","111/06/07","","","","","111/06/07","","","albert@yijinn.com.tw","",
"1460","宏遠","EVEREST","5.股本達新臺幣五十億元以上者","紡織纖維","110/01/01~110/12/31","1. GRI 準則","其他查驗證單位：","台灣科技檢驗股份有限公司","AA1000 第1類型(Type1) 中度保證","https://ms.everest.com.tw/df/k3j8n27pjd8g1w6fn28whfmt7y97fk","t100sa11_1460_110.pdf","111/06/30","https://ms.everest.com.tw/df/zjyh5lludu2slwhuxa6wjslchj8kfu","t100sa11_1460_110_E.pdf","2022/10/21","","","","","taih.chen@everest.com.tw","無",
"1466","聚隆","Acelon","6.係自願編製與申報","紡織纖維","110/01/01~110/12/31","1. GRI 準則","其他查驗證單位：","BSI","AA1000 第1類型(Type1) 中度保證","https://www.acelon.com.tw/zh-tw/csr-cate-first/75bec572214c0edf75535683d4cf5b0a","t100sa11_1466_110.pdf","111/08/11","","","","","","","","peter@acelon.com.tw","",
"1467","南緯","TEX-RAY","6.係自願編製與申報","紡織纖維","110/01/01~110/12/31","1. GRI 準則","無","無資料","無資料","http://www.texray.com","t100sa11_1467_110.pdf","111/09/30","","","","","","","","tr-hq@texray.com","無",
"1473","台南","TAINAN","6.係自願編製與申報","紡織纖維","110/01/01~110/12/31","1. GRI 準則","無","無資料","無資料","https://www.eng.tai-nan.com/sustainability-report?lang=zh","t100sa11_1473_110.pdf","111/09/30","https://www.eng.tai-nan.com/sustainability-report?lang=zh","t100sa11_1473_110_E.pdf","2022/12/23","","","","","SQ@tai-nan.com","無",
"1476","儒鴻","ECLAT","6.係自願編製與申報","紡織纖維","110/01/01~110/12/31","1. GRI 準則","會計師事務所：","安永聯合會計師事務所","確信準則公報第一號","http://www.eclat.com.tw/Uploads/article/MKWKmj1NKqyUM4YNhuwth9ftKg12nYcQ_F3VxuInva9EUdqJ.pdf","t100sa11_1476_110.pdf","111/09/27","https://www.eclat.com.tw/Uploads/article/MKWKmj1NKqyUM4YNhuwth9ftKg12nYcQ_5Qri2SRQMqdRZXV.pdf","t100sa11_1476_110_E.pdf","2022/12/26","","","","","paul.chiang@eclat.com.tw","",
"1477","聚陽","Makalot　　","6.係自願編製與申報","紡織纖維","110/01/01~110/12/31","1. GRI 準則","會計師事務所：","安侯建業聯合會計師事務所","確信準則公報第一號","https://www.makalot.com.tw/esg/sustainability-report","t100sa11_1477_110.pdf","111/09/21","https://www.makalot.com.tw/esg/sustainability-report","t100sa11_1477_110_E.pdf","2022/09/21","","","","","TinaLee@makalot.com.tw;mengyinghong@makalot.com.tw","",
"1503","士電","SEEC","5.股本達新臺幣五十億元以上者","電機機械","110/01/01~110/12/31","1. GRI 準則","其他查驗證單位：","英國標準協會(BSI)","AA1000 第1類型(Type1) 中度保證","https://www.seec.com.tw/Content/Downloads/List01.aspx?SiteID=10&MmmID=744733351225613026","t100sa11_1503_110.pdf","111/06/29","https://en.seec.com.tw/Content/Downloads/List.aspx?SiteID=30&MmmID=1130212025014175315","t100sa11_1503_110_E.pdf","2022/08/25","","","","","weifang@seec.com.tw","",
"1504","東元","TECO","5.股本達新臺幣五十億元以上者","電機機械","110/01/01~110/12/31","1. GRI 準則","其他查驗證單位：","BSI","AA1000 第1類型(Type1) 中度保證","https://www.teco.com.tw/CSR","t100sa11_1504_110.pdf","111/06/29","https://www.teco.com.tw/csr/eng/download1.aspx","t100sa11_1504_110_E.pdf","2023/01/10","","","","","csr@teco.com.tw","",
"1513","中興電","CHEM","6.係自願編製與申報","電機機械","110/01/01~110/12/31","1. GRI 準則","無","無資料","無資料","https://www.chem.com.tw/tc/organization.aspx?PKey=1098","t100sa11_1513_110.pdf","111/08/17","https://www.chem.com.tw/en/organization.aspx?PKey=1101","t100sa11_1513_110_E.pdf","2022/12/22","","","","","tw006466@chem.com.tw","無",
"1522","堤維西","TYC","6.係自願編製與申報","汽車工業","110/01/01~110/12/31","1. GRI 準則","無","無資料","無資料","http://www.tyc.com.tw","t100sa11_1522_110.pdf","111/12/07","","","","","","","","CSR_TYC@tyc.com.tw","",
"1525","江申","KSC","6.係自願編製與申報","汽車工業","110/01/01~110/12/31","1. GRI 準則","無","無資料","無資料","https://www.kian-shen.com/csr-3.php","t100sa11_1525_110.pdf","111/06/28","","","","","","","","jody.ciou@kian-shen.com","",
"1526","日馳","SUNRACE","6.係自願編製與申報","電機機械","110/01/01~110/12/31","1. GRI 準則","無","無資料","無資料","http://www.sunrace.tw","t100sa11_1526_110.pdf","111/06/23","","","","","111/06/23","","","meilian.zhu@sunrace.com","無",
"1532","勤美","CMP","6.係自願編製與申報","電機機械","110/01/01~110/12/31","1. GRI 準則","其他查驗證單位：","BSI英國標準協會","AA1000 第1類型(Type1) 中度保證","http://www.cmp.com.tw/cht/csr/download","t100sa11_1532_110.pdf","111/06/24","http://www.cmp.com.tw/en/csr/download","t100sa11_1532_110_E.pdf","2022/07/29","t100sa11_1532_110_M.pdf","111/07/29","","","ashley.yang@cmp.com.tw","",
"1533","車王電","MORE","6.係自願編製與申報","汽車工業","110/01/01~110/12/31","1. GRI 準則","其他查驗證單位：","英國標準協會（BSI）台灣分公司","AA1000 第1類型(Type1) 中度保證","http://www.more.com.tw","t100sa11_1533_110.pdf","111/07/27","","","","","","","","mobiletron.csr@more.com.tw","",
"1535","中宇","CEC","6.係自願編製與申報","電機機械","110/01/01~110/12/31","1. GRI 準則","其他查驗證單位：","英國標準協會(BSI)","其他","https://www.ecotek.com.tw","t100sa11_1535_110.pdf","111/06/29","","","","","","","","finance@ecotek.com.tw","無",
"1536","和大","HOTA","6.係自願編製與申報","汽車工業","110/01/01~110/12/31","1. GRI 準則","其他查驗證單位：","香港商英國標準協會太平洋有限公司台灣分公司(BSI)","AA1000 第1類型(Type1) 中度保證","http://www.hota.com.tw/tw/transmission/responsibility.php?c1=6","t100sa11_1536_110.pdf","111/09/30","","","","t100sa11_1536_110_M.pdf","111/10/06","","","fd-01@hota.com.tw","",
"1558","伸興","ZENG HSING","6.係自願編製與申報","電機機械","110/01/01~110/12/31","1. GRI 準則","其他查驗證單位：","TUV","AA1000 第1類型(Type1) 中度保證","https://www.zenghsing.com.tw/%e5%a0%b1%e5%91%8a%e6%9b%b8%e4%b8%8b%e8%bc%89%e5%b0%88%e5%8d%80/?lang=zh-hant","t100sa11_1558_110.pdf","111/07/22","https://www.zenghsing.com.tw/wp-content/uploads/2019/07/2021ZhCsrReport_EN.pdf","t100sa11_1558_110_E.pdf","2023/02/13","","","","","csr@zenghsing.com.tw","",
"1582","信錦","SYNCMOLD","6.係自願編製與申報","電子零組件業","110/01/01~110/12/31","1. GRI 準則","無","無資料","無資料","http://www.syncmold.com.tw/syncmold-2018/item_csr_report_2018.html","t100sa11_1582_110.pdf","111/09/29","","","","","","","","scott.bou@syncmold.com.tw","無",
"1590","亞德客-KY","AIRTAC","6.係自願編製與申報","電機機械","110/01/01~110/12/31","1. GRI 準則","無","無資料","無資料","https://as-tw.airtac.com/download.aspx?c_kind=11&c_kind2=551","t100sa11_1590_110.pdf","111/12/28","https://global.airtac.com/download.aspx?c_kind=11&c_kind2=558","t100sa11_1590_110_E.pdf","2022/12/28","","","","","VANESSAWWEI@AIRTAC.COM","",
"1598","岱宇","Dyaco","6.係自願編製與申報","運動休閒","110/01/01~110/12/31","1. GRI 準則","其他查驗證單位：","SGS","AA1000 第1類型(Type1) 中度保證","https://dyaco.com/zh-hant/investors/corporate-social-responsibility","t100sa11_1598_110.pdf","111/09/28","https://dyaco.com/zh-hant/investors/corporate-social-responsibility","t100sa11_1598_110_E.pdf","2022/09/28","","","","","terence@dyaco.com","無",
